NAME                                              VERSION                                TYPE      
libgmp10                                          2:6.2.1+dfsg1-1.1                      deb        
libgnutls30                                       3.7.9-2                                deb        
libgpg-error0                                     1.46-1                                 deb        
libhogweed6                                       3.8.1-2                                deb        
libidn2-0                                         2.3.3-1+b1                             deb        
liblz4-1                                          1.9.4-1                                deb        
liblzma5                                          5.4.1-0.2                              deb        
libmd0                                            1.0.4-2                                deb        
libmount1                                         2.38.1-5+b1                            deb        
libnettle8                                        3.8.1-2                                deb        
libp11-kit0                                       0.24.1-2                               deb        
libpam-modules                                    1.5.2-6                                deb        
libpam-modules-bin                                1.5.2-6                                deb        
libpam-runtime                                    1.5.2-6                                deb        
libpam0g                                          1.5.2-6                                deb        
libpcre2-8-0                                      10.42-1                                deb        
libseccomp2                                       2.5.4-1+b3                             deb        
libselinux1                                       3.4-1+b6                               deb        
libsemanage-common                                3.4-1                                  deb        
libsemanage2                                      3.4-1+b5                               deb        
libsepol2                                         3.4-2.1                                deb        
libsmartcols1                                     2.38.1-5+b1                            deb        
libstdc++6                                        12.2.0-14                              deb        
libsystemd0                                       252.6-1                                deb        
libtasn1-6                                        4.19.0-2                               deb        
libtinfo6                                         6.4-4                                  deb        
libudev1                                          252.6-1                                deb        
libunistring2                                     1.0-2                                  deb        
libuuid1                                          2.38.1-5+b1                            deb        
libxxhash0                                        0.8.1-1                                deb        
libzstd1                                          1.5.4+dfsg2-5                          deb        
login                                             1:4.13+dfsg1-1+b1                      deb        
mawk                                              1.3.4.20200120-3.1                     deb        
mount                                             2.38.1-5+b1                            deb        
passwd                                            1:4.13+dfsg1-1+b1                      deb        
perl-base                                         5.36.0-7                               deb        
sed                                               4.9-1                                  deb        
sigs.k8s.io/json                                  v0.0.0-20221116044647-bc3834ca7abd     go-module  
sigs.k8s.io/kustomize/api                         v0.13.5-0.20230601165947-6ce0bf390ce3  go-module  
sigs.k8s.io/kustomize/kustomize/v5                v5.0.4-0.20230601165947-6ce0bf390ce3   go-module  
sigs.k8s.io/kustomize/kyaml                       v0.14.3-0.20230601165947-6ce0bf390ce3  go-module  
sigs.k8s.io/structured-merge-diff/v4              v4.2.3                                 go-module  
sigs.k8s.io/yaml                                  v1.3.0                                 go-module  
stdlib                                            go1.20.6                               go-module  
sysvinit-utils                                    3.06-4                                 deb        
tar                                               1.34+dfsg-1.2                          deb        
usr-is-merged                                     35                                     deb        
util-linux                                        2.38.1-5+b1                            deb        
util-linux-extra                                  2.38.1-5+b1                            deb        
zlib1g                                            1:1.2.13.dfsg-1                        deb
